Brand,Flavor,Class,Serv(oz),Serv(g),Cal/Serv,Fat,Na,K,Carbs,Fiber,Sugar,Other,Protein,kcal/g,kcal/oz,Carb/Pro,Fat %,Sugar %,Na/kcal
Bear Creek,"Pasta Mix, Creamy Chicken",Sides,2.86,81,330,9,810,,55,5,10,40,9,4.07,115,6.1,24%,12%,2.45
Lenny & Larry's,Snickerdoodle,Cookie,3.99,113,460,17,510,298,56,10,26,20,16,4.07,115,3.5,35%,24%,1.11
Pop Tarts,Pretzel Cinnamon Sugar,Pastry,3.39,96,390,13,560,50,65,1,27,37,4,4.06,115,16.3,30%,27%,1.44
Supreme Protein,Caramel Nut Chocolate,Bar,3.39,96,390,15,220,260,36,2,8,26,30,4.06,115,1.2,34%,8%,0.56
Quest,"Protein Chips, Cheddar & Sour Cream",Cracker,1.13,32,130,4,210,50,4,1,0,3,21,4.06,115,0.2,26%,0%,1.62
Pro Bar (Bite),Peanut Butter Chocolate,Bar,1.31,37,150,6,70,100,21,7,4,10,5,4.05,115,4.2,34%,10%,0.47
Starbucks Via,Instant Caffe Mocha Latte,Drink,1.31,37,150,4.5,105,,24,2,20,2,6,4.05,115,4.0,25%,50%,0.70
Bounce (Protein Energy Ball),Cacao Mint Protein Bomb,Bar,1.48,42,170,7,135,,20,3,9,8,10,4.05,115,2.0,34%,20%,0.79
Pop Tarts,Chocolate Chip,Pastry,1.83,52,210,6,240,,36,1,18,17,2,4.04,114,18.0,26%,35%,1.14
Nature's Path,Toaster Pastry Wild Berry Acai,Pastry,1.83,52,210,5,130,,38,1,18,19,3,4.04,114,12.7,22%,34%,0.62
RXBAR,Blueberry,Bar,1.83,52,210,7,115,,24,4,15,5,12,4.04,114,2.0,30%,29%,0.55
RXBAR,Chocolate Sea Salt,Bar,1.83,52,210,9,270,330,24,6,15,3,12,4.04,114,2.0,36%,27%,1.29
RXBAR,Peanut Butter Chocolate,Bar,1.83,52,210,10,240,,22,4,13,5,12,4.04,114,1.8,40%,23%,1.14
Svenhard's,Raisin Snail,Pastry,2.01,57,230,10,190,,34,1,21,12,3,4.04,114,11.3,38%,35%,0.83
GoMacro,Granola + Coconut,Bar,2.01,57,230,9,20,,34,3,12,19,5,4.04,114,6.8,34%,20%,0.09
Premier Protein,Chocolate Peanut Butter,Bar,2.54,72,290,8,440,240,25,3,8,14,30,4.03,114,0.8,25%,11%,1.52
Lifesavers,"Hard Candy, assorted flavors",Candy,0.53,15,60,0,0,,14,0,12,2,0,4.00,113,#DIV/0!,0%,86%,0.00
Skittles,Wild Berry,Candy,1.41,40,160,1.5,10,,37,0,29,8,0,4.00,113,#DIV/0!,8%,72%,0.06
Starburst,"Fruit Chews, assorted flavors",Candy,1.41,40,160,3,0,,32,0,21,11,0,4.00,113,#DIV/0!,17%,54%,0.00
Crispy Green,Apple (freeze dried),Fruit,0.35,10,40,0,10,,8,1,7,0,0,4.00,113,#DIV/0!,0%,88%,0.25
Crispy Green,Asian Pear (freeze dried),Fruit,0.35,10,40,0,4,,8,1,7,0,0,4.00,113,#DIV/0!,0%,88%,0.10
Crispy Green,Tangerine (freeze dried),Fruit,0.35,10,40,0,10,,9,1,6,2,0,4.00,113,#DIV/0!,0%,67%,0.25
Bare Snacks,Baked Crunchy Simply Banana Chips,Fruit,1.06,30,120,0,0,,28,3,23,2,1,4.00,113,28.0,0%,79%,0.00
Hostess,"Donettes Mini Donuts, Glazed",Pastry,3.70,105,420,19,350,,60,1,36,23,3,4.00,113,20.0,40%,34%,0.83
Pop Tarts,Strawberry Milkshake,Pastry,1.76,50,200,6,200,,36,1,15,20,2,4.00,113,18.0,26%,29%,1.00
Nestle,"Hot Cocoa Mix, Rich Chocolate",Drink,0.71,20,80,2.5,180,,16,1,12,3,1,4.00,113,16.0,25%,53%,2.25
Hostess,"Donettes Mini Donuts, Frosted",Pastry,3.00,85,340,16,330,,44,1,21,22,3,4.00,113,14.7,43%,25%,0.97
Kind (Healthy Grains),Vanilla Blueberry,Bar,1.23,35,140,4,75,,24,2.5,7,14.5,2,4.00,113,12.0,26%,20%,0.54
Skout,Coconut Chocolate,Bar,1.76,50,200,9,100,270,29,5,18,6,3,4.00,113,9.7,39%,34%,0.50
Land O' Lakes,"Cocoa Classics, Chocolate Supreme",Drink,1.23,35,140,3,270,,26,1,24,1,3,4.00,113,8.7,19%,67%,1.93
Kind (Healthy Grains),Cinnamon Oat,Bar,1.23,35,140,4.5,95,,24,2,5,17,3,4.00,113,8.0,27%,13%,0.68
Kind (Healthy Grains),Dark Chocolate Mocha,Bar,1.23,35,140,4.5,75,,24,2,7,15,3,4.00,113,8.0,27%,19%,0.54
Kind (Healthy Grains),Popped Dark Chocolate with Sea Salt,Bar,1.23,35,140,4.5,110,,24,2,7,15,3,4.00,113,8.0,27%,19%,0.79
Kind (Healthy Grains),Popped Salted Caramel,Bar,1.23,35,140,4.5,85,,24,2,7,15,3,4.00,113,8.0,27%,19%,0.61
Peak Sherpa,Toasted Coconut Tsampa Barley Cereal,Cereal,1.41,40,160,5,140,,29,5,5,19,4,4.00,113,7.3,25%,11%,0.88
Starbucks Via,Instant Coffee White Chocolate Mocha Latte,Drink,1.23,35,140,3.5,170,,25,0,23,2,4,4.00,113,6.3,21%,62%,1.21
Kind,Dark Chocolate Cherry Cashew,Bar,1.41,40,160,10,20,150,22,6,11,5,4,4.00,113,5.5,46%,23%,0.13
Knorr (Pasta Sides),Parmesan,Sides,2.12,60,240,4,540,,41,2,1,38,9,4.00,113,4.6,15%,2%,2.25
Starbucks Via,Instant Coffee Peppermint Mocha Latte,Drink,1.41,40,160,4,65,,27,2,22,3,6,4.00,113,4.5,21%,52%,0.41
Kind,Pomegranate Blueberry Pistachio,Bar,1.41,40,160,12,20,,20,5,8,7,5,4.00,113,4.0,52%,15%,0.13
Kind,Blueberry Vanilla & Cashew,Bar,1.41,40,160,12,20,,19,5,7,7,5,4.00,113,3.8,53%,14%,0.13
Kind,Cranberry Almond,Bar,1.41,40,160,12,20,,19,5,8,6,5,4.00,113,3.8,53%,16%,0.13
Kashi,Chocolate Almond & Sea Salt,Bar,1.23,35,140,4,120,,21,4,7,10,6,4.00,113,3.5,25%,19%,0.86
Mediterra,Bell Peppers & Green Olives,Bar Savory,1.23,35,140,8,150,,16,6,2,8,5,4.00,113,3.2,46%,5%,1.07
Mediterra,Black Olives & Walnuts,Bar Savory,1.23,35,140,8,170,,15,5,2,8,5,4.00,113,3.0,47%,5%,1.21
Mediterra,Sundried Tomato & Basil,Bar Savory,1.41,40,160,6,220,,17,6,4,7,6,4.00,113,2.8,37%,11%,1.38
NuGo (Dark),Dark Chocolate Pretzel with Sea Salt,Bar,1.76,50,200,5,350,,28,2,15,11,10,4.00,113,2.8,23%,30%,1.75
Tiger's Milk,Original,Bar,1.94,55,220,8,100,220,28,1,22,5,10,4.00,113,2.8,32%,39%,0.45
Bounce (Protein Energy Ball),Coconut Macadamia,Bar,1.41,40,160,7,85,,20,6,9,5,8,4.00,113,2.5,36%,21%,0.53
Zone Perfect,Chocolate Chip Cookie Dough,Bar,1.59,45,180,5,170,85,24,1,18,5,10,4.00,113,2.4,25%,40%,0.94
Mediterra,Kale & Pumpkin Seeds,Bar Savory,1.23,35,140,8,130,,14,5,1,8,6,4.00,113,2.3,47%,3%,0.93
Buff Bake,"Protein Cookie, Peanut Butter Cup",Cookie,2.82,80,320,15,140,,37,13,16,8,16,4.00,113,2.3,39%,18%,0.44
Buff Bake,"Protein Cookie, White Chocolate Peanut Butter",Cookie,2.82,80,320,14,135,,37,12,17,8,16,4.00,113,2.3,37%,20%,0.42
Power Bar (Triple Threat),Peanut Butter Caramel,Bar,1.76,50,200,9,180,80,23,3,12,8,12,4.00,113,1.9,37%,22%,0.90
Special K,"Protein Bar, Chocolate Peanut Butter",Bar,1.59,45,180,6,210,,22,5,13,4,12,4.00,113,1.8,28%,27%,1.17
Special K,"Protein Meal Bars, Chocolate Peanut Butter",Bar,1.59,45,180,6,210,,22,5,13,4,12,4.00,113,1.8,28%,27%,1.17
Safeway (bulk dispenser),Natural High The Trail Mix,Trail Mix,1.06,30,120,11,160,,11,2,2,7,6,4.00,113,1.8,59%,5%,1.33
Zone Perfect,Strawberry Yogurt,Bar,1.76,50,200,6,200,75,25,3,16,6,14,4.00,113,1.8,26%,30%,1.00
Pro Bar (Protein),Coffee Crunch,Bar,2.47,70,280,7,320,130,34,2,14,18,20,4.00,113,1.7,23%,20%,1.14
Pro Bar (Protein),Mint Chocolate,Bar,2.47,70,280,8,440,120,33,4,15,14,20,4.00,113,1.7,25%,21%,1.57
Balance Bar,Chocolate Mint Cookie Crunch,Bar,1.76,50,200,7,190,200,23,2,16,5,14,4.00,113,1.6,30%,30%,0.95
MET-Rx Big100,Chocolate Caramel Coconut,Bar,3.53,100,400,10,330,160,46,2,32,12,30,4.00,113,1.5,23%,32%,0.83
Think Thin,Caramel Fudge,Bar,2.12,60,240,9,320,,23,1,0,22,20,4.00,113,1.2,32%,0%,1.33
Pure Protein Bar,Chocolate Salted Caramel,Bar,1.76,50,200,5,210,,20,0,3,17,19,4.00,113,1.1,22%,6%,1.05
Kraft,"Parmesan, grated 6g packets",Cheese,0.18,5,20,1.5,75,,0,0,0,0,2,4.00,113,0.0,63%,0%,3.75
Taos Mountain Energy Bar,Chocolate Butterscotch,Bar,2.40,68,270,12,132,,34,7,23,4,8,3.97,113,4.3,39%,33%,0.49
Clif Bar,Nuts & Seeds,Bar,2.40,68,270,10,250,230,38,4,17,17,11,3.97,113,3.5,31%,24%,0.93
Six Star,Peanut Butter Chocolate,Bar,1.69,48,190,8,190,,15,1,6,8,20,3.96,112,0.8,34%,11%,1.00
Earthly Choice,"Easy Quinoa, Garlic & Herb",Sides,1.52,43,170,2.5,230,,24,3,0,21,7,3.95,112,3.4,15%,0%,1.35
Epic (Meat Bar),Smoked Maple Bacon,Meat,1.52,43,170,11,670,,6,0,6,0,8,3.95,112,0.8,64%,15%,3.94
Epic (Meat Bar),Bacon and Egg Yolk,Meat,1.52,43,170,12,500,,6,0,4,2,9,3.95,112,0.7,64%,10%,2.94
Epic (Meat Bar),Beef Apple Bacon,Meat,1.52,43,170,13,450,,6,2,4,0,9,3.95,112,0.7,66%,9%,2.65
Knorr (Selects),Four Cheese Risotto,Sides,2.50,71,280,5,750,,51,1,2,48,8,3.94,112,6.4,16%,3%,2.68
Bear Creek,"Grown-Up Mac & Cheese, Truffle & Mushroom",Sides,2.50,71,280,6,850,,47,2,7,38,9,3.94,112,5.2,19%,10%,3.04
Nature's Bakery,Fig Bar: Strawberry,Bar,0.99,28,110,2.5,45,,20,2,10,8,1,3.93,111,20.0,21%,38%,0.41
Rold Gold,"Tiny Twist Pretzels, Original",Cracker,0.99,28,110,1,450,80,23,1,1,21,2,3.93,111,11.5,8%,4%,4.09
Starbucks,Marshmallow Hot Cocoa Mix,Drink,0.99,28,110,2,0,,23,3,17,3,2,3.93,111,11.5,15%,58%,0.00
Snack Factory,Pretzel Crisps Sea Salt & Cracked Pepper,Cracker,0.99,28,110,1.5,500,,22,1,2,19,2,3.93,111,11.0,12%,7%,4.55
Idahoan,"Mashed Potatoes, Bacon & Cheddar Chipotle",Sides,0.99,28,110,2.5,510,,20,1,2,17,2,3.93,111,10.0,20%,7%,4.64
Idahoan,"Mashed Potatoes, Butter & Herb",Sides,0.99,28,110,2.5,510,,20,1,2,17,2,3.93,111,10.0,20%,7%,4.64
Idahoan,"Mashed Potatoes, Four Cheese",Sides,0.99,28,110,2.5,570,,20,1,2,17,2,3.93,111,10.0,20%,7%,5.18
Idahoan,"Mashed Potatoes, Loaded Baked",Sides,0.99,28,110,2.5,510,,20,1,2,17,2,3.93,111,10.0,20%,7%,4.64
Idahoan,"Mashed Potatoes, Sour Cream & Chives",Sides,0.99,28,110,2,590,,20,1,2,17,2,3.93,111,10.0,17%,8%,5.36
Triscuit,Reduced Fat,Cracker,0.99,28,110,2.5,150,125,21,3,0,18,3,3.93,111,7.0,19%,0%,1.36
Stove Top,"Stuffing Mix, Chicken",Sides,0.99,28,110,1,390,,21,1,2,18,4,3.93,111,5.3,8%,7%,3.55
Wild Zora (Meat Bar),"Parmesan Beef with Kale, Tomato & Basil",Meat,0.99,28,110,5,200,,7,1,4,2,9,3.93,111,0.8,41%,15%,1.82
Tillamook,Pepper Jack (block),Cheese,0.99,28,110,9,190,,1,0,0,1,6,3.93,111,0.2,74%,0%,1.73
Margherita,"Hard Salami, sliced",Meat,0.99,28,110,9,500,,1,0,1,0,6,3.93,111,0.2,74%,4%,4.55
Open Nature,Uncured Hot Italian Salami,Meat,0.99,28,110,10,440,,1,0,0,1,6,3.93,111,0.2,76%,0%,4.00
Primo Taglio,Muenster (block),Cheese,0.99,28,110,9,180,,1,0,0,1,7,3.93,111,0.1,72%,0%,1.64
Ford Farm,Dorset Smoked (block),Cheese,0.99,28,110,10,190,,0,0,0,0,7,3.93,111,0.0,76%,0%,1.73
Tillamook,Extra Sharp Cheddar (block),Cheese,0.99,28,110,9,170,,0,0,0,0,7,3.93,111,0.0,74%,0%,1.55
Tillamook,Sharp Cheddar (block),Cheese,0.99,28,110,9,170,,0,0,0,0,7,3.93,111,0.0,74%,0%,1.55
Columbus,Cacciatore Salami,Meat,0.99,28,110,8,440,,0,0,0,0,8,3.93,111,0.0,69%,0%,4.00
Fiber One Bar,Chocolate Peanut Butter,Bar,0.81,23,90,2.5,80,,17,5,5,7,1,3.91,111,17.0,24%,21%,0.89
Epic (Snack Strip),Wagyu Beef Steak,Meat,0.81,23,90,6,360,,3,1,2,0,6,3.91,111,0.5,60%,9%,4.00
Knorr (Pasta Sides),Alfredo,Sides,2.26,64,250,3.5,660,,44,2,3,39,9,3.91,111,4.9,13%,5%,2.64
MET-Rx Big100,"Super Chocolate Fudge (""brownie"")",Bar,3.53,100,390,12,330,290,40,3,18,19,30,3.90,111,1.3,28%,19%,0.85
Lenny & Larry's,Apple Pie,Cookie,3.99,113,440,14,260,284,59,10,26,23,16,3.89,110,3.7,30%,24%,0.59
Lenny & Larry's,Lemon Poppy Seed,Cookie,3.99,113,440,14,600,269,57,10,21,26,16,3.89,110,3.6,30%,20%,1.36
Lenny & Larry's,Choc-O-Mint,Cookie,3.99,113,440,14,480,419,55,10,29,16,16,3.89,110,3.4,31%,28%,1.09
Lenny & Larry's,Peanut Butter Chocolate Chip,Cookie,3.99,113,440,16,360,141,55,10,21,24,16,3.89,110,3.4,34%,20%,0.82
Jolly Rancher,"Hard Candy, assorted flavors",Candy,0.63,18,70,0,10,,17,0,11,6,0,3.89,110,#DIV/0!,0%,65%,0.14
Signature (Safeway),"Red, White & Blueberries",Trail Mix,1.27,36,140,3,10,90,28,1,24,3,1,3.89,110,28.0,19%,67%,0.07
Bear Creek,"Soup Mix, Creamy Potato",Soup,1.27,36,140,3.5,970,,24,1,3,20,1,3.89,110,24.0,24%,9%,6.93
Pop Tarts,Wildlicious Wild Berry,Pastry,1.90,54,210,5,170,,40,1,18,21,2,3.89,110,20.0,21%,34%,0.81
Sheffa,Rosemary,Bar Savory,1.27,36,140,5,115,,24,8,0,16,4,3.89,110,6.0,29%,0%,0.82
Sheffa,Spicy Chili,Bar Savory,1.27,36,140,5,115,,24,8,0,16,4,3.89,110,6.0,29%,0%,0.82
Premier Protein,Dark Chocolate Mint,Bar,2.54,72,280,7,360,290,26,3,10,13,30,3.89,110,0.9,22%,14%,1.29
Carnivore Candy,Bacon Jerky Honey Pepper Style,Jerky,1.00,28.3,110,5,450,,11,0,10,1,5,3.89,110,2.2,41%,37%,4.09
Carnivore Candy,Bacon Jerky Old Fashioned Maple,Jerky,1.00,28.3,110,6,480,,10,0,8,2,6,3.89,110,1.7,46%,27%,4.36
Carnivore Candy,Bacon Jerky Jalapeno Flavor,Jerky,1.00,28.3,110,6,510,,8,0,8,0,6,3.89,110,1.3,49%,29%,4.64
Svenhard's,Berry Horns,Pastry,2.01,57,220,10,200,,29,1,17,11,2,3.86,109,14.5,42%,32%,0.91
Svenhard's,Cheese Horns,Pastry,2.01,57,220,11,220,,29,0,16,13,2,3.86,109,14.5,44%,29%,1.00
Pro Bar (Protein),Cookie Dough,Bar,2.47,70,270,8,320,170,34,4,14,16,20,3.86,109,1.7,25%,19%,1.19
Power Bar (Protein Plus),Chocolate Peanut Butter,Bar,2.47,70,270,9,290,,30,1,1,28,22,3.86,109,1.4,28%,1%,1.07
Pop Tarts,Blue Raspberry,Pastry,3.39,96,370,9,320,50,70,1,30,39,3,3.85,109,23.3,22%,32%,0.86
Starbucks Via,Instant Iced Coffee Sweetened,Drink,0.46,13,50,0,0,,12,0,11,1,0,3.85,109,#DIV/0!,0%,92%,0.00
General Mills,Cookie Crisp,Cereal,0.92,26,100,1,120,55,22,1,9,12,1,3.85,109,22.0,9%,36%,1.20
Pop Tarts,Cherry,Pastry,1.83,52,200,5,170,,38,1,16,21,2,3.85,109,19.0,22%,31%,0.85
Pop Tarts,Raspberry,Pastry,1.83,52,200,5,170,,38,1,16,21,2,3.85,109,19.0,22%,31%,0.85
Pop Tarts,Chocolate Fudge,Pastry,1.83,52,200,5,220,,37,1,19,17,2,3.85,109,18.5,22%,38%,1.10
Nature's Path,Toaster Pastry Cherry Pomegranate,Pastry,1.83,52,200,4.5,150,,37,1,17,19,3,3.85,109,12.3,20%,34%,0.75
Pop Tarts,S'Mores,Pastry,1.83,52,200,5,210,,36,1,19,16,3,3.85,109,12.0,22%,38%,1.05
Lipton,"Cup-A-Soup Instant Soup Mix, Chicken Noodle",Soup,0.46,13,50,1,520,,8,0,0,8,2,3.85,109,4.0,18%,0%,10.40
Think Thin,Cookies and Crème,Bar,2.12,60,230,7,180,,25,1,0,24,20,3.83,109,1.3,26%,0%,0.78
Trader Joe's,Blueberries (freeze dried),Fruit,1.20,34,130,0,0,,31,6,25,0,1,3.82,108,31.0,0%,78%,0.00
Trader Joe's,Raspberries (freeze dried),Fruit,1.20,34,130,0.5,5,,29,11,14,4,2,3.82,108,14.5,4%,44%,0.04
Trader Joe's,Strawberries (freeze dried),Fruit,1.20,34,130,0.5,5,,29,5,20,4,2,3.82,108,14.5,4%,62%,0.04
Clif Bar,Dark Chocolate Almond with Sea Salt,Bar,2.40,68,260,7,280,249,43,4,21,18,9,3.82,108,4.8,23%,31%,1.08
Clif Bar,White Chocolate Macademia Nut,Bar,2.40,68,260,7,230,180,42,4,20,18,9,3.82,108,4.7,24%,30%,0.88
Clif Bar,Peanut Butter & Honey with Sea Salt,Bar,2.40,68,260,8,310,221,41,4,21,16,10,3.82,108,4.1,26%,30%,1.19
Clif Bar,Peanut Butter Banana,Bar,2.40,68,260,7,260,210,41,4,21,16,10,3.82,108,4.1,24%,31%,1.00
Clif Bar,Sierra Trail Mix,Bar,2.40,68,260,8,220,260,41,4,22,15,10,3.82,108,4.1,26%,32%,0.85
Clif Bar,Chocolate Peanut Butter with Sea Salt,Bar,2.40,68,260,8,350,249,40,4,20,16,10,3.82,108,4.0,26%,29%,1.35
Clif Bar,Crunchy Peanut Butter,Bar,2.40,68,260,7,230,230,41,4,20,17,11,3.82,108,3.7,23%,30%,0.88
Alpen,Muesli,Cereal,1.94,55,210,3,15,230,40,6,8,26,7,3.82,108,5.7,13%,15%,0.07
Alpine,Spiced Apple Cider,Drink,0.74,21,80,0,30,,23,0,20,3,0,3.81,108,#DIV/0!,0%,87%,0.38
Knorr (Pasta Sides),Alfredo Broccoli,Sides,2.22,63,240,3.5,640,,43,2,3,38,8,3.81,108,5.4,13%,5%,2.67
Gatorade Recover,"Whey Protein Powder, Vanilla",Drink,2.50,71,270,2,320,,45,2,25,18,20,3.80,108,2.3,6%,36%,1.19
Pop Tarts,Chocolate Chip Cookie Dough,Pastry,1.76,50,190,5,190,,35,1,18,16,2,3.80,108,17.5,23%,37%,1.00
Pop Tarts,Cookies & Crème,Pastry,1.76,50,190,5,240,,35,1,20,14,2,3.80,108,17.5,23%,41%,1.26
Roland,"Israeli Couscous, Traditional",Sides,1.76,50,190,0.5,0,,40,2,1,37,6,3.80,108,6.7,2%,2%,0.00
Skout,Chocolate + Peanut Butter,Bar,1.76,50,190,7,100,260,30,4,18,8,5,3.80,108,6.0,31%,35%,0.53
Oatmega,Chocolate Mint Crips,Bar,1.76,50,190,7,120,,21,7,5,9,14,3.80,108,1.5,31%,10%,0.63
Pure Protein Bar,Dark Chocolate Coconut,Bar,1.76,50,190,5,160,,19,2,1,16,19,3.80,108,1.0,23%,2%,0.84
Kellog's,Frosted Flakes,Cereal,1.02,29,110,0,150,35,26,1,10,15,1,3.79,108,26.0,0%,37%,1.36
Idahoan,"Mashed Potatoes, Baby Reds",Sides,1.02,29,110,2.5,390,,21,1,2,18,2,3.79,108,10.5,20%,7%,3.55
Idahoan,"Mashed Potatoes, Roasted Garlic & Parmesan",Sides,1.02,29,110,2,560,,20,1,2,17,3,3.79,108,6.7,16%,7%,5.09
Pro Bar (Bite),Mixed Berry,Bar,1.31,37,140,6,80,100,22,6,4,12,5,3.78,107,4.4,33%,10%,0.57
Hostess,Cinnamon Rolls,Pastry,2.89,82,310,10,270,,51,1,35,15,2,3.78,107,25.5,30%,46%,0.87
Hostess,"Coffee Cakes, Cinnamon Streusel",Pastry,2.89,82,310,10,270,,51,1,35,15,2,3.78,107,25.5,30%,46%,0.87
Melissa's Mix,Chocolate Brownie,Drink,1.76,50,189,1,46,40,38,0,31,7,9,3.78,107,4.2,5%,63%,0.24
Special K,"Protein Bar, Double Chocolate",Bar,1.59,45,170,5,180,,23,5,13,5,12,3.78,107,1.9,24%,28%,1.06
Quaker Instant Oatmeal,Protein - Banana Nut,Cereal,2.15,61,230,5,180,210,40,4,12,24,10,3.77,107,4.0,18%,20%,0.78
Mike's Mix,Chocolate,Drink,2.40,68,256,1.5,72,225,50,0,26,24,12,3.76,107,4.2,5%,40%,0.28
Bear Valley,Coconut Almond,Bar,1.88,53.2,200,6,40,,28,3,12,13,8,3.76,107,3.5,27%,24%,0.20
Sour Patch Kids,Original Sweet and Sour Gummy Candy,Candy,1.41,40,150,0,25,,37,0,26,11,0,3.75,106,#DIV/0!,0%,70%,0.17
Kool Aid,"Singles Packets, Cherry",Drink,0.28,8,30,0,0,,7,0,7,0,0,3.75,106,#DIV/0!,0%,100%,0.00
Pop Tarts,Hot Fudge Sundae,Pastry,1.69,48,180,4.5,210,,35,1,16,18,2,3.75,106,17.5,21%,34%,1.17
Hostess,"Fruit Pie, Cherry",Pastry,4.52,128,480,20,380,,69,1,39,29,4,3.75,106,17.3,38%,33%,0.79
Safeway (bulk dispenser),Rice Cracker Mix,Cracker,3.53,100,375,52,522,,86,1,1,84,6,3.75,106,14.3,56%,0%,1.39
Signature (Safeway),Organic White Quinoa,Sides,0.99,28,105,2,1,,18,2,0,16,4,3.75,106,4.5,17%,0%,0.01
Buff Bake,"Protein Cookie, Chocolate Chocolate Chip",Cookie,1.41,40,150,7,55,,20,7,8,5,8,3.75,106,2.5,36%,18%,0.37
Buff Bake,"Protein Cookie, Chocolate Donut",Cookie,1.41,40,150,6,70,,20,8,7,5,8,3.75,106,2.5,33%,17%,0.47
Think Thin,Salted Caramel,Bar,1.41,40,150,5,210,,20,5,5,10,10,3.75,106,2.0,27%,12%,1.40
PB2,Powdered Peanut Butter,Bump,0.42,12,45,1.5,94,,5,2,1,2,5,3.75,106,1.0,25%,7%,2.09
Frigo,"Cheese Heads Sticks, Colby Jack",Cheese,0.85,24,90,8,150,,0,0,0,0,6,3.75,106,0.0,75%,0%,1.67
Knorr (Rice Sides),Garlic Parmesan,Sides,2.36,67,250,2,650,,50,2,2,46,7,3.73,106,7.1,7%,3%,2.60
Quaker,Instant Oatmeal Cinnamon & Spice,Cereal,1.52,43,160,2.5,210,125,32,3,9,20,4,3.72,105,8.0,14%,22%,1.31
Quaker,Instant Oatmeal Maple & Brown Sugar,Cereal,1.52,43,160,2.5,260,125,32,3,9,20,4,3.72,105,8.0,14%,22%,1.63
Lenny & Larry's,Birthday Cake,Cookie,3.99,113,420,10,260,234,61,10,22,29,16,3.72,105,3.8,23%,22%,0.62
Lenny & Larry's,Chocolate Chip,Cookie,3.99,113,420,12,230,216,59,10,25,24,16,3.72,105,3.7,26%,25%,0.55
Lenny & Larry's,Oatmeal Raisin,Cookie,3.99,113,420,12,380,321,59,10,26,23,16,3.72,105,3.7,26%,25%,0.90
Lenny & Larry's,Double Chocolate,Cookie,3.99,113,420,14,440,355,55,10,24,21,16,3.72,105,3.4,31%,23%,1.05
Lenny & Larry's,Peanut Butter,Cookie,3.99,113,420,13,390,155,55,10,17,28,16,3.72,105,3.4,29%,17%,0.93
Lenny & Larry's,Salted Caramel,Cookie,3.99,113,420,13,530,395,55,10,26,19,16,3.72,105,3.4,29%,26%,1.26
Lenny & Larry's,Chocolate Donut,Cookie,3.99,113,420,15,500,378,53,10,28,15,16,3.72,105,3.3,33%,27%,1.19
Gatorade,"Thirst Quencher Powder Packs, Lemon-Lime",Drink,1.23,35,130,0,230,70,34,0,32,2,0,3.71,105,#DIV/0!,0%,94%,1.77
Kind (Pressed),Mango Apple Chia,Bar,1.23,35,130,0.5,70,135,31,3,21,7,1,3.71,105,31.0,3%,63%,0.54
Kind (Pressed),Cherry Apple Chia,Bar,1.23,35,130,0.5,65,135,29,3,17,9,1,3.71,105,29.0,4%,55%,0.50
Kind (Pressed),Pineapple Coconut Chia,Bar,1.23,35,130,3.5,45,95,25,3,16,6,1,3.71,105,25.0,23%,47%,0.35
Quaker,Instant Oatmeal Apples & Cinnamon,Cereal,1.23,35,130,1.5,160,115,27,3,9,15,3,3.71,105,9.0,10%,27%,1.23
Knorr (Asian Sides),Teriyaki Rice,Sides,2.47,70,260,2,600,,54,2,5,47,6,3.71,105,9.0,7%,8%,2.31
Western Family,Macaroni & Cheese,Sides,2.47,70,260,2,570,,51,2,6,43,9,3.71,105,5.7,7%,9%,2.19
Kraft,"Macaroni & Cheese, Three Cheese with Shells",Sides,2.47,70,260,2,600,,49,2,7,40,9,3.71,105,5.4,7%,11%,2.31
Knorr (Rice Sides),Rice Pilaf,Sides,2.19,62,230,1,640,,47,1,1,45,6,3.71,105,7.8,4%,2%,2.78
Quaker Instant Oatmeal,Protein - Cranberry Almond,Cereal,2.19,62,230,4.5,190,200,41,4,12,25,10,3.71,105,4.1,17%,20%,0.83
Tailwind Nutrition,Green Tea Buzz (caffeinated),Drink,1.90,54,200,0,606,176,50,0,50,0,0,3.70,105,#DIV/0!,0%,100%,3.03
Tailwind Nutrition,Mandarin Orange,Drink,1.90,54,200,0,606,176,50,0,50,0,0,3.70,105,#DIV/0!,0%,100%,3.03
General Mills,Wheaties,Cereal,0.95,27,100,0.5,180,90,23,3,4,16,2,3.70,105,11.5,4%,15%,1.80
Nabisco,Ritz Handi-Snacks crackers & cheese dip packs,Cracker,0.95,27,100,5,330,55,11,0,2,9,2,3.70,105,5.5,46%,8%,3.30
Knorr (Italian Sides),Four Cheese Pasta,Sides,1.90,54,200,2.5,570,,37,1,3,33,7,3.70,105,5.3,11%,6%,2.85
Minute,Instant White Rice,Sides,1.62,46,170,0,0,15,38,0,0,38,4,3.70,105,9.5,0%,0%,0.00
Knorr (Asian Sides),Chicken flavor Fried Rice,Sides,2.29,65,240,2,630,,48,2,3,43,7,3.69,105,6.9,8%,5%,2.63
Dove,Hot Chocolate Drink,Drink,0.67,19,70,2,135,,14,1,11,2,1,3.68,104,14.0,23%,56%,1.93
Clif Bar,Caramel Macchiato (65mg caffeine),Bar,2.40,68,250,4.5,220,221,45,4,20,21,9,3.68,104,5.0,16%,31%,0.88
Clif Bar,Chocolate Brownie,Bar,2.40,68,250,5,170,270,45,5,22,18,9,3.68,104,5.0,17%,34%,0.68
